symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MCLV6,-2,0,0.01,630057151190,630057151151,4,92.01,91.95,$(24.00),09/07/2026 09:21:01,09/07/2026 09:13:22,7min 39sec
MGCZ6,-1,0,0.1,630057151219,630057151226,1,4458.1,4459.8,$17.00,09/07/2026 10:02:07,09/07/2026 10:41:21,39min 14sec
CLV6,-2,0,0.01,630057151235,630057151271,1,91.57,92.41,$840.00,09/07/2026 11:11:22,09/07/2026 14:05:39,2h 54min 17sec
MNQU6,-2,0,0.25,630057151344,630057151292,3,29479.75,29620.50,$844.50,09/08/2026 15:44:39,09/08/2026 15:32:23,12min 16sec
MNQU6,-2,0,0.25,630057151402,630057151361,4,29459.50,29533.75,$594.00,09/09/2026 16:25:00,09/09/2026 16:15:54,9min 6sec
MGCZ6,-1,0,0.1,630057151439,630057151419,1,4430.6,4420.7,$(99.00),09/10/2026 13:27:04,09/10/2026 12:53:29,33min 35sec
MGCZ6,-1,0,0.1,630057151478,630057151451,1,4417.4,4418.0,$6.00,09/10/2026 14:30:06,09/10/2026 13:58:04,32min 1sec
MGCZ6,-1,0,0.1,630057151502,630057151489,2,4390.2,4391.6,$28.00,09/10/2026 14:49:52,09/10/2026 14:32:49,17min 3sec
MNQU6,-2,0,0.25,630057151513,630057151519,4,29121.00,29099.75,$(170.00),09/10/2026 15:36:25,09/10/2026 15:56:14,19min 49sec
MNQU6,-2,0,0.25,630057151534,630057151527,4,29105.50,29098.25,$(58.00),09/10/2026 15:56:31,09/10/2026 15:56:25,6sec
